date,open,high,low,close,volume
2020-01-13,258.0,259.5,255.8,256.55,1049259
2020-01-14,256.55,258.5,255.0,257.05,568913
2020-01-15,257.05,263.85,255.8,262.75,909694
2020-01-16,262.8,271.7,262.1,270.2,2747358
2020-01-17,271.9,272.8,266.7,269.15,3413381
2020-01-20,269.1,272.85,264.6,266.95,1445582
2020-01-21,266.0,270.5,266.0,268.35,975832
2020-01-22,268.5,276.5,267.75,269.2,4553748
2020-01-23,269.2,272.0,268.6,269.45,1196861
2020-01-24,269.5,274.2,269.5,272.15,1403114
2020-01-27,270.1,275.6,269.2,273.35,2905584
2020-01-28,274.75,279.0,271.3,272.4,2623772
2020-01-29,273.0,275.85,271.0,273.5,1295548
2020-01-30,274.0,274.5,266.4,268.4,1602589
2020-01-31,268.2,272.0,263.0,265.55,1103855
2020-02-01,265.9,267.8,258.1,260.35,526320
2020-02-03,258.8,263.2,254.25,260.4,1074575
2020-02-04,260.6,267.0,259.0,264.15,662758
2020-02-05,266.4,274.5,265.0,271.65,2404528
2020-02-06,274.2,288.6,270.4,273.1,8099206
2020-02-07,274.0,279.0,270.55,275.2,2059595
2020-02-10,275.5,282.9,271.5,278.7,1710511
2020-02-11,279.0,279.0,273.0,274.6,1251820
2020-02-12,276.05,276.1,270.2,271.8,948167
2020-02-13,270.4,272.0,267.0,268.8,1121053
2020-02-14,270.3,271.5,265.85,270.0,727345
2020-02-17,271.3,276.8,263.15,266.35,2360644
2020-02-18,266.6,269.5,261.1,268.0,1305723
2020-02-19,268.25,277.5,268.0,275.9,1407555
2020-02-20,276.0,281.7,275.0,279.25,1635070
2020-02-24,277.0,280.45,272.55,274.9,1577897
2020-02-25,276.0,277.95,270.65,272.2,1030458
2020-02-26,270.2,271.6,262.0,262.85,1172207
2020-02-27,261.8,264.25,256.0,261.45,1083355
2020-02-28,258.45,265.75,254.25,260.05,2349628
2020-03-02,260.05,263.55,247.3,250.15,2160496
2020-03-03,249.3,263.45,240.5,260.35,2447513
2020-03-04,262.0,263.4,252.1,255.8,2007343
2020-03-05,256.8,272.75,256.8,264.05,5574983
2020-03-06,259.95,268.65,254.6,266.1,2571888
2020-03-09,264.9,267.25,248.8,256.2,2318161
2020-03-11,258.55,264.3,254.2,258.1,2942068
2020-03-12,250.8,252.6,234.5,236.9,2131508
2020-03-13,219.0,255.0,202.0,251.55,1796888
2020-03-16,247.0,261.8,236.25,249.35,2973038
2020-03-17,249.3,268.35,247.1,262.7,2396541
2020-03-18,265.0,267.65,251.05,258.1,2087472
2020-03-19,245.0,255.95,235.0,245.85,1521965
2020-03-20,252.0,290.0,252.0,285.8,7510948
2020-03-23,288.05,305.9,274.5,280.35,6353782
2020-03-24,297.0,299.5,273.3,278.45,2614095
2020-03-25,270.0,281.0,257.15,263.7,2927417
2020-03-26,267.1,271.0,252.8,256.85,2575177
2020-03-27,261.0,264.75,248.65,252.7,1872352
2020-03-30,252.0,258.4,247.65,252.15,2234886
2020-03-31,258.0,271.15,255.1,267.25,1919045
2020-04-01,270.0,273.3,261.15,263.85,3044512
2020-04-03,263.85,279.5,258.3,274.6,4367888
2020-04-07,302.05,318.9,290.0,312.35,12849762
2020-04-08,334.0,366.7,330.0,349.85,34940619
2020-04-09,373.0,374.0,348.0,351.1,21198837
2020-04-13,364.9,364.9,351.75,353.75,14945001
2020-04-15,354.5,358.0,330.85,339.1,11480952
2020-04-16,336.0,346.2,329.15,343.55,7473616
2020-04-17,349.0,352.0,332.0,333.8,7835392
2020-04-20,340.0,340.9,330.2,333.2,9732675
2020-04-21,329.75,349.9,326.35,344.2,12650701
2020-04-22,340.0,340.9,327.4,331.4,8464412
2020-04-23,332.2,342.6,330.05,331.45,7291158
2020-04-24,333.25,344.0,330.9,336.95,8615838
2020-04-27,330.3,342.55,325.65,333.85,9372941
2020-04-28,335.1,339.55,324.0,325.95,4882363
2020-04-29,325.0,330.7,320.5,326.7,5451366
2020-04-30,330.5,332.0,321.3,323.95,5084577
2020-05-04,323.95,337.25,320.2,330.2,10069776
2020-05-05,336.0,342.5,324.3,326.1,8082678
2020-05-06,328.95,330.7,323.6,326.9,3448128
2020-05-07,328.15,332.55,320.3,321.2,4523263
2020-05-08,323.5,327.45,318.0,321.25,5409424
2020-05-11,332.8,333.0,325.2,328.4,5369042
2020-05-12,325.95,330.2,322.3,323.7,2547712
2020-05-13,326.75,328.75,321.1,324.95,2799973
2020-05-14,323.1,341.75,322.6,336.85,10950024
2020-05-15,340.0,343.0,330.0,332.2,5091000
2020-05-18,332.5,335.65,323.15,323.95,3086689
2020-05-19,326.05,330.95,321.35,325.9,2773188
2020-05-20,326.8,339.0,325.1,337.8,3302453
2020-05-21,339.5,353.0,339.4,344.35,10198978
2020-05-22,346.0,350.5,343.0,346.7,4851553
2020-05-26,348.0,351.85,334.25,338.3,4063780
2020-05-27,339.8,340.7,333.0,337.6,2899592
2020-05-28,336.6,342.9,333.35,338.1,2383250
2020-05-29,341.95,352.5,341.3,344.6,6498111
2020-06-01,345.9,352.85,342.65,349.55,4746218
2020-06-02,350.9,364.5,350.45,353.05,8214215
2020-06-03,355.55,359.4,351.75,353.8,3505026
2020-06-04,358.0,364.05,353.35,362.7,5910999
2020-06-05,364.85,367.55,357.7,359.7,4170571
2020-06-08,360.0,360.5,351.2,353.2,2963704
2020-06-09,354.0,369.0,352.0,360.2,5530198
2020-06-10,360.5,371.3,358.65,369.2,5019676
2020-06-11,369.8,378.25,366.15,369.5,6624240
2020-06-12,361.95,376.4,359.7,374.3,4644285
2020-06-15,380.0,383.6,369.15,370.85,6630510
2020-06-16,366.0,374.75,356.35,360.8,7050529
2020-06-17,370.0,371.8,362.65,364.5,6062637
2020-06-18,366.0,369.0,362.25,365.65,2283494
2020-06-19,368.7,369.7,360.25,362.05,5007226
2020-06-22,365.95,368.5,356.55,360.65,5181110
2020-06-23,362.0,368.85,361.0,367.05,2420026
2020-06-24,368.2,373.3,361.55,362.8,3090543
2020-06-25,362.8,367.2,360.0,363.35,1701434
2020-06-26,364.9,372.7,363.05,363.85,4312446
2020-06-29,365.2,370.95,364.1,366.7,2246321
