date,open,high,low,close,volume
2019-10-24,8060.35009765625,8103.10009765625,7965.5498046875,8012.39990234375,980400
2019-10-25,8032.4501953125,8034.35009765625,7927.75,7986.35009765625,922200
2019-10-29,8133.25,8479.0498046875,8128.5,8449.75,3139000
2019-10-30,8501.150390625,8501.150390625,8360.75,8428.900390625,1581000
2019-10-31,8457.4501953125,8499.7001953125,8427.75,8449.5,1560900
2019-11-01,8461.650390625,8499.099609375,8367.2998046875,8392.900390625,1071500
2019-11-04,8377.099609375,8417.7998046875,8266.650390625,8280.349609375,889500
2019-11-05,8288.75,8381.2001953125,8227.849609375,8256.150390625,933200
2019-11-06,8273.2998046875,8304.099609375,8195.599609375,8258.849609375,960000
2019-11-07,8273.75,8276.25,8164.89990234375,8239.900390625,870300
2019-11-08,8220.2001953125,8337.2998046875,8157.39990234375,8169.64990234375,1094700
2019-11-11,8134.10009765625,8209.2998046875,8115.9501953125,8159.0,1447900
2019-11-13,8146.5498046875,8211.650390625,8135.10009765625,8150.2001953125,1208200
2019-11-14,8155.9501953125,8205.0498046875,8125.0,8190.89990234375,772400
2019-11-15,8259.75,8297.150390625,8130.2001953125,8153.89990234375,1083900
2019-11-18,8179.14990234375,8188.85009765625,8105.75,8119.0,727400
2019-11-19,8150.89990234375,8152.7998046875,8052.0498046875,8063.9501953125,640300
2019-11-20,8088.0498046875,8132.60009765625,8039.7998046875,8083.7998046875,742100
2019-11-21,8082.39990234375,8121.0498046875,7998.75,8004.64990234375,733800
2019-11-22,8015.5,8047.14990234375,7973.35009765625,8034.9501953125,690200
2019-11-25,8045.0,8189.60009765625,8024.10009765625,8174.75,675200
2019-11-26,8197.349609375,8227.0,8085.5,8099.89990234375,899700
2019-11-27,8160.60009765625,8247.650390625,8157.10009765625,8202.849609375,1012700
2019-11-28,8213.9501953125,8223.150390625,8150.2001953125,8179.75,541100
2019-11-29,8172.7998046875,8182.4501953125,8066.9501953125,8086.0,758100
2019-12-02,8070.7001953125,8087.35009765625,7995.14990234375,8012.75,696000
2019-12-03,8021.64990234375,8055.25,7931.75,7964.25,567400
2019-12-04,7946.64990234375,8043.89990234375,7916.9501953125,7996.5498046875,1174200
2019-12-05,8015.2998046875,8045.5,7928.14990234375,7941.7998046875,643000
2019-12-06,7964.2001953125,7971.7998046875,7781.0498046875,7806.60009765625,725200
2019-12-09,7853.75,7950.5498046875,7826.2998046875,7863.2998046875,724500
2019-12-10,7888.7001953125,7902.7998046875,7778.5,7801.35009765625,580000
2019-12-11,7823.2998046875,7846.64990234375,7773.60009765625,7838.39990234375,533100
2019-12-12,7878.39990234375,7967.25,7866.0498046875,7941.7001953125,1103200
2019-12-13,7989.5498046875,8090.75,7986.64990234375,8069.7001953125,1673200
2019-12-16,8087.75,8109.0498046875,7981.9501953125,7990.7998046875,613200
2019-12-17,8028.10009765625,8068.10009765625,8013.85009765625,8039.89990234375,741500
2019-12-18,8061.0,8111.9501953125,8039.25,8082.35009765625,1181900
2019-12-19,8082.2001953125,8183.5498046875,8058.39990234375,8165.5,1108100
2019-12-20,8169.89990234375,8219.599609375,8121.2001953125,8133.5498046875,1015300
2019-12-23,8137.85009765625,8212.4501953125,8120.75,8180.5,666300
2019-12-24,8206.099609375,8228.4501953125,8142.60009765625,8152.60009765625,496900
2019-12-26,8166.35009765625,8176.2998046875,8120.4501953125,8129.64990234375,503000
2019-12-27,8155.39990234375,8226.25,8145.39990234375,8205.900390625,453400
2019-12-30,8232.0498046875,8337.900390625,8218.7998046875,8325.400390625,854100
2019-12-31,8326.4501953125,8327.599609375,8236.849609375,8248.2998046875,937900
2020-01-01,8262.5,8276.7998046875,8200.25,8210.099609375,482100
2020-01-02,8226.599609375,8275.0498046875,8206.849609375,8267.4501953125,1032000
2020-01-03,8261.5,8261.650390625,8136.7998046875,8168.14990234375,828600
2020-01-06,8132.64990234375,8134.5,7967.2001953125,7978.75,674500
2020-01-07,8029.89990234375,8097.7001953125,7961.2001953125,8002.5,749700
2020-01-08,7921.64990234375,8002.89990234375,7900.7998046875,7942.75,520200
2020-01-09,8035.4501953125,8165.89990234375,8022.35009765625,8155.25,910500
2020-01-10,8177.5498046875,8246.7001953125,8147.64990234375,8225.5,1066800
2020-01-13,8244.25,8262.2998046875,8192.0498046875,8235.849609375,724000
2020-01-14,8234.2001953125,8297.7001953125,8216.5498046875,8289.2998046875,712900
2020-01-15,8287.599609375,8395.7001953125,8246.400390625,8385.349609375,881100
2020-01-16,8385.2998046875,8414.349609375,8373.650390625,8395.900390625,719500
2020-01-17,8401.9501953125,8463.25,8369.7001953125,8427.599609375,537300
2020-01-20,8436.900390625,8459.4501953125,8343.400390625,8352.7001953125,711200
2020-01-21,8321.25,8325.7998046875,8229.2998046875,8245.900390625,700
2020-01-22,8278.5498046875,8294.0498046875,8147.14990234375,8169.14990234375,700
2020-01-23,8176.75,8251.849609375,8145.7998046875,8241.75,656600
2020-01-24,8246.4501953125,8324.400390625,8234.9501953125,8274.849609375,580800
2020-01-27,8243.349609375,8347.900390625,8189.0,8258.150390625,635200
2020-01-28,8290.099609375,8340.4501953125,8125.89990234375,8156.0498046875,809500
2020-01-29,8200.7001953125,8264.599609375,8179.25,8220.400390625,907900
2020-01-30,8239.650390625,8267.5498046875,8148.2001953125,8181.4501953125,1181200
2020-01-31,8211.599609375,8238.75,8072.9501953125,8086.5498046875,1296800
2020-02-03,7826.0,8016.7998046875,7816.35009765625,7988.35009765625,1272700
2020-02-04,8026.60009765625,8142.10009765625,7997.85009765625,8100.7998046875,1046900
2020-02-05,8138.2998046875,8212.2001953125,8064.7001953125,8131.7001953125,1721800
2020-02-06,8158.7998046875,8189.2001953125,8092.5498046875,8142.14990234375,1169800
2020-02-07,8172.35009765625,8173.60009765625,8042.2001953125,8064.60009765625,969900
2020-02-10,8065.39990234375,8067.35009765625,7820.2998046875,7860.5498046875,1206400
2020-02-11,7923.0,7969.2998046875,7881.35009765625,7892.39990234375,847800
2020-02-12,7932.2998046875,7961.10009765625,7905.75,7933.7998046875,711000
2020-02-13,7930.25,7933.39990234375,7873.75,7914.89990234375,877500
2020-02-14,7933.60009765625,7977.14990234375,7807.2998046875,7822.2001953125,957200
2020-02-17,7833.14990234375,7833.60009765625,7742.4501953125,7770.5,679900
2020-02-18,7758.0,7758.0,7620.5,7692.2998046875,945900
2020-02-19,7754.35009765625,7769.39990234375,7606.25,7687.35009765625,1159800
2020-02-20,7687.5,7756.35009765625,7667.85009765625,7697.89990234375,1042600
2020-02-24,7644.0498046875,7644.0498046875,7414.0,7429.10009765625,891100
2020-02-25,7452.75,7485.14990234375,7339.89990234375,7366.0,1280000
2020-02-26,7306.2998046875,7328.2001953125,7178.5,7207.9501953125,1164600
2020-02-27,7200.14990234375,7202.0498046875,7090.4501953125,7178.85009765625,1207900
2020-02-28,7008.10009765625,7017.60009765625,6883.35009765625,6903.9501953125,1858700
2020-03-02,6993.2001953125,7047.60009765625,6813.2001953125,6856.89990234375,2057200
2020-03-03,6889.4501953125,7022.25,6846.7001953125,6986.64990234375,1446000
2020-03-04,6990.85009765625,7019.5498046875,6775.7998046875,6938.85009765625,1744000
2020-03-05,6966.2998046875,7013.64990234375,6892.75,6953.75,1633900
2020-03-06,6712.2001953125,6918.85009765625,6661.9501953125,6895.0,1309000
2020-03-09,6703.4501953125,6758.7001953125,6498.7998046875,6632.14990234375,1337000
2020-03-11,6614.14990234375,6714.75,6539.75,6568.4501953125,1723200
2020-03-12,6299.89990234375,6299.89990234375,5953.2001953125,6033.39990234375,2822100
2020-03-13,5641.5498046875,6292.85009765625,5265.7998046875,6182.0,2033400
2020-03-16,5970.14990234375,6041.35009765625,5826.10009765625,5843.7001953125,1402500
2020-03-17,5858.2998046875,6020.7001953125,5767.5,5803.85009765625,1260300
2020-03-18,5873.10009765625,5896.85009765625,5491.0,5516.5,1256200
2020-03-19,5217.9501953125,5429.5,5042.89990234375,5180.5,2027400
2020-03-20,5230.2001953125,5423.2001953125,5154.10009765625,5370.14990234375,2298300
2020-03-23,4908.14990234375,5013.85009765625,4593.0498046875,4626.5,1206400
2020-03-24,4726.39990234375,4850.85009765625,4452.2001953125,4693.35009765625,1467100
2020-03-25,4600.0498046875,5001.89990234375,4577.14990234375,4936.14990234375,1474400
2020-03-26,4981.89990234375,5163.7001953125,4847.14990234375,5061.2998046875,2088100
2020-03-27,5245.60009765625,5284.75,4866.0498046875,4938.7001953125,1755200
2020-03-30,4834.14990234375,4848.0,4625.5,4669.14990234375,956000
2020-03-31,4787.7998046875,4794.2998046875,4630.2001953125,4731.2998046875,1115800
2020-04-01,4708.9501953125,4803.5498046875,4612.7001953125,4657.5498046875,1081100
2020-04-03,4652.75,4659.7998046875,4511.10009765625,4517.75,1041600
2020-04-07,4665.10009765625,4970.85009765625,4656.5,4951.5498046875,1400800
2020-04-08,4833.0,5257.0,4830.39990234375,5043.60009765625,2196400
2020-04-09,5160.85009765625,5607.35009765625,5146.39990234375,5568.4501953125,2261800
2020-04-13,5554.39990234375,5554.39990234375,5308.85009765625,5432.10009765625,1535600
2020-04-15,5495.5498046875,5592.7998046875,5314.25,5333.0,2214700
2020-04-16,5271.25,5420.39990234375,5235.64990234375,5394.14990234375,1684700
2020-04-17,5586.39990234375,5702.64990234375,5507.75,5668.89990234375,1966100
2020-04-20,5724.89990234375,5728.4501953125,5565.9501953125,5591.0,2287900
2020-04-21,5447.89990234375,5447.89990234375,5268.14990234375,5294.0498046875,1469300
2020-04-22,5267.7998046875,5468.25,5243.60009765625,5426.85009765625,1447500
2020-04-23,5439.10009765625,5518.7001953125,5390.9501953125,5464.75,1092400
2020-04-24,5405.89990234375,5462.5,5362.85009765625,5377.25,881800
2020-04-27,5458.64990234375,5528.7998046875,5405.7001953125,5433.2001953125,1061500
2020-04-28,5476.85009765625,5524.0498046875,5399.2998046875,5447.10009765625,990400
2020-04-29,5492.0,5568.0,5461.0498046875,5543.75,2000100
2020-04-30,5667.35009765625,5926.5,5660.5498046875,5901.39990234375,3370800
2020-05-04,5647.85009765625,5652.7998046875,5436.0498046875,5476.2001953125,1770700
2020-05-05,5582.14990234375,5602.10009765625,5442.75,5451.89990234375,1613600
2020-05-06,5471.60009765625,5593.2998046875,5351.2001953125,5552.39990234375,1422200
2020-05-07,5549.9501953125,5616.39990234375,5505.4501953125,5519.0,1010100
2020-05-08,5622.7001953125,5623.75,5424.7998046875,5447.75,1209200
2020-05-11,5517.60009765625,5789.7001953125,5514.39990234375,5679.7001953125,3018600
2020-05-12,5653.60009765625,5735.64990234375,5502.7998046875,5708.9501953125,1644500
2020-05-13,6014.2001953125,6033.9501953125,5815.5,5844.60009765625,1792600
2020-05-14,5698.5498046875,5865.9501953125,5668.39990234375,5804.0498046875,1097800
2020-05-15,5823.2998046875,5827.14990234375,5680.25,5745.7001953125,1242300
2020-05-18,5747.5,5752.14990234375,5411.9501953125,5430.0498046875,1424200
2020-05-19,5538.64990234375,5575.60009765625,5456.10009765625,5486.14990234375,1422000
2020-05-20,5464.85009765625,5632.4501953125,5436.35009765625,5603.7998046875,1162200
2020-05-21,5616.9501953125,5784.2998046875,5588.35009765625,5749.89990234375,1300600
2020-05-22,5707.25,5789.25,5639.64990234375,5767.0,1012100
2020-05-26,5817.2001953125,5872.75,5775.39990234375,5854.2998046875,1124100
2020-05-27,5872.4501953125,5910.75,5791.25,5896.9501953125,1399300
2020-05-28,5922.14990234375,6131.35009765625,5876.39990234375,6112.2998046875,2494100
2020-05-29,6036.4501953125,6246.9501953125,6016.0,6218.7998046875,3304100
2020-06-01,6299.0498046875,6485.85009765625,6294.0498046875,6419.5,2271700
2020-06-02,6455.7998046875,6542.64990234375,6395.5,6471.2998046875,3130300
2020-06-03,6567.9501953125,6622.10009765625,6475.2998046875,6498.64990234375,2032500
2020-06-04,6501.64990234375,6564.9501953125,6411.25,6511.35009765625,1749700
2020-06-05,6563.7998046875,6645.14990234375,6527.0,6628.75,3189600
2020-06-08,6707.9501953125,6743.14990234375,6588.5,6610.5498046875,3484800
2020-06-09,6648.9501953125,6665.75,6525.25,6577.7001953125,2152800
2020-06-10,6568.7998046875,6598.5,6470.5,6502.64990234375,1878900
2020-06-11,6491.9501953125,6549.89990234375,6345.7998046875,6373.60009765625,1381200
2020-06-12,6075.2998046875,6578.39990234375,6074.14990234375,6559.39990234375,2074100
2020-06-15,6530.75,6573.2001953125,6417.75,6443.0,1684700
2020-06-16,6561.2001953125,6582.64990234375,6355.75,6451.0498046875,2978100
2020-06-17,6418.85009765625,6545.5,6394.4501953125,6503.5,2109400
2020-06-18,6487.10009765625,6557.0498046875,6454.64990234375,6535.89990234375,1129200
2020-06-19,6567.7998046875,6664.75,6500.14990234375,6634.5,2573600
2020-06-22,6656.2998046875,6753.0498046875,6636.5,6729.10009765625,1544100
2020-06-23,6763.0498046875,6817.64990234375,6744.10009765625,6789.2001953125,1631200
2020-06-24,6854.25,6935.75,6727.39990234375,6742.7998046875,2374000
2020-06-25,6681.75,6791.75,6645.14990234375,6737.85009765625,1559500
2020-06-26,6807.39990234375,6808.7998046875,6705.0,6731.4501953125,1653500
2020-06-29,6685.85009765625,6728.64990234375,6605.5,6645.85009765625,1569300
2020-06-30,6718.39990234375,6753.5,6670.89990234375,6719.14990234375,1561800
2020-07-01,6743.35009765625,6785.2998046875,6702.5,6718.60009765625,1445900
2020-07-02,6761.0,6923.89990234375,6751.9501953125,6907.10009765625,1726600
2020-07-03,6921.7001953125,6992.2998046875,6903.10009765625,6971.0498046875,2452000
2020-07-06,7029.5,7193.5498046875,6993.7998046875,7171.75,2204900
2020-07-07,7172.35009765625,7217.7001953125,7099.5,7199.5498046875,1777200
2020-07-08,7225.14990234375,7252.10009765625,7037.89990234375,7059.35009765625,1441100
2020-07-09,7101.89990234375,7112.0498046875,7022.2001953125,7085.60009765625,1062900
2020-07-10,7066.0,7158.2001953125,7020.2998046875,7041.10009765625,1282000
2020-07-13,7094.14990234375,7139.85009765625,7035.89990234375,7084.4501953125,1365800
2020-07-14,7047.64990234375,7050.10009765625,6883.7001953125,6916.0,1077200
2020-07-15,6960.39990234375,7003.5498046875,6910.2001953125,6931.0498046875,1126600
2020-07-16,6940.75,7027.25,6853.75,7015.89990234375,1081100
2020-07-17,7039.5498046875,7154.75,7016.85009765625,7137.2998046875,1193400
2020-07-20,7161.7001953125,7183.2001953125,7105.5498046875,7175.85009765625,1047300
2020-07-21,7209.0,7317.5498046875,7198.25,7295.75,1443400
2020-07-22,7301.0,7306.75,7154.14990234375,7203.9501953125,1194900
2020-07-23,7205.7998046875,7313.0,7172.39990234375,7301.0498046875,771200
2020-07-24,7228.39990234375,7271.0,7178.85009765625,7218.64990234375,1070700
2020-07-27,7233.89990234375,7238.60009765625,7121.9501953125,7186.4501953125,786100
2020-07-28,7193.14990234375,7438.0498046875,7185.25,7416.89990234375,1407200
2020-07-29,7425.75,7464.14990234375,7299.7001953125,7330.25,1033600
2020-07-30,7340.7998046875,7398.89990234375,7270.5498046875,7287.85009765625,1014200
2020-07-31,7311.4501953125,7328.5,7225.75,7279.75,861600
2020-08-03,7323.64990234375,7469.10009765625,7224.7998046875,7240.25,2779400
2020-08-04,7282.4501953125,7381.64990234375,7273.2001953125,7353.9501953125,1835800
2020-08-05,7397.0,7511.7998046875,7392.2001953125,7489.10009765625,1797700
